store_id,store_name,store_type,city,state,region,created_at
STORE50037,Store_37,BrandStore,Delhi,Maharashtra,West,2023-01-31 08:04:40
STORE50038,Store_38,LocalShop,Mumbai,Maharashtra,North,2024-11-19 20:23:48
STORE50039,Store_39,LocalShop,Mumbai,Uttar Pradesh,North,2023-04-29 03:02:53
STORE50040,Store_40,DistributorOutlet,Jaipur,Karnataka,West,2025-04-17 09:20:14
STORE50041,Store_41,DistributorOutlet,Pune,Maharashtra,Central,2025-02-08 08:11:25
STORE50042,Store_42,DistributorOutlet,Hyderabad,Rajasthan,South,2023-08-07 10:23:47
STORE50043,Store_43,DistributorOutlet,Hyderabad,Delhi,South,2023-01-22 07:57:59
STORE50044,Store_44,BrandStore,Mumbai,Karnataka,South,2023-11-19 23:15:52
STORE50045,Store_45,LocalShop,Nagpur,Rajasthan,North,2024-11-13 15:42:13
STORE50046,Store_46,LocalShop,Hyderabad,Maharashtra,Central,2025-01-21 12:21:13
STORE50047,Store_47,LocalShop,Delhi,Gujarat,North,2023-08-07 03:53:22
STORE50048,Store_48,BrandStore,Mumbai,West Bengal,West,2025-10-23 08:46:01
STORE50049,Store_49,LocalShop,Jaipur,Gujarat,West,2024-12-15 23:35:04
STORE50050,Store_50,LocalShop,Surat,Uttar Pradesh,South,2023-10-10 16:07:32
STORE50051,Store_51,DistributorOutlet,Pune,West Bengal,North,2024-09-26 03:26:11
STORE50052,Store_52,DistributorOutlet,Bengaluru,Rajasthan,South,2023-03-16 14:25:26
STORE50053,Store_53,LocalShop,Delhi,Maharashtra,North,2025-01-19 13:43:22
STORE50054,Store_54,BrandStore,Kolkata,Maharashtra,Central,2024-01-22 20:36:47
STORE50055,Store_55,DistributorOutlet,Mumbai,Karnataka,West,2025-05-10 19:04:46
STORE50056,Store_56,LocalShop,Lucknow,Karnataka,North,2024-02-02 20:41:34
STORE50057,Store_57,BrandStore,Mumbai,Gujarat,West,2025-06-06 09:40:21
STORE50058,Store_58,LocalShop,Lucknow,Tamil Nadu,Central,2024-05-02 01:42:58
STORE50059,Store_59,BrandStore,Delhi,Maharashtra,East,2023-04-27 18:09:26
STORE50060,Store_60,DistributorOutlet,Mumbai,Gujarat,South,2025-06-01 06:44:30
STORE50061,Store_61,DistributorOutlet,Pune,Gujarat,West,2023-08-08 17:10:31
STORE50062,Store_62,DistributorOutlet,Chennai,Telangana,East,2023-02-23 20:22:47
STORE50063,Store_63,BrandStore,Ahmedabad,West Bengal,North,2024-12-10 05:02:08
STORE50064,Store_64,DistributorOutlet,Jaipur,Uttar Pradesh,North,2024-09-01 11:57:57
STORE50065,Store_65,LocalShop,Jaipur,Maharashtra,South,2024-03-14 12:12:27
STORE50066,Store_66,BrandStore,Kolkata,Karnataka,Central,2023-03-12 17:13:58
STORE50067,Store_67,BrandStore,Jaipur,Maharashtra,West,2023-05-28 18:05:33
STORE50068,Store_68,LocalShop,Nagpur,Telangana,Central,2025-01-07 01:21:35
STORE50069,Store_69,BrandStore,Mumbai,Delhi,West,2025-08-14 06:52:46
STORE50070,Store_70,BrandStore,Ahmedabad,Rajasthan,East,2024-04-29 23:31:44
STORE50071,Store_71,DistributorOutlet,Jaipur,Gujarat,West,2023-06-02 04:07:44
STORE50072,Store_72,BrandStore,Surat,Gujarat,West,2025-05-27 01:58:25
STORE50073,Store_73,BrandStore,Hyderabad,Gujarat,North,2024-03-16 21:47:19
STORE50074,Store_74,BrandStore,Lucknow,Telangana,North,2024-09-09 10:48:15
STORE50075,Store_75,BrandStore,Chennai,West Bengal,West,2024-01-03 23:44:42
STORE50076,Store_76,BrandStore,Mumbai,Delhi,South,2025-10-20 11:33:07
STORE50077,Store_77,DistributorOutlet,Chennai,Gujarat,East,2023-08-21 11:40:34
STORE50078,Store_78,LocalShop,Bengaluru,Maharashtra,Central,2025-12-25 10:57:01
STORE50079,Store_79,DistributorOutlet,Ahmedabad,Maharashtra,South,2023-08-07 20:47:57
STORE50080,Store_80,DistributorOutlet,Ahmedabad,Telangana,North,2024-08-10 04:10:49
STORE50081,Store_81,LocalShop,Pune,Uttar Pradesh,North,2023-12-07 14:52:23
STORE50082,Store_82,LocalShop,Jaipur,Telangana,Central,2024-05-02 01:19:14
STORE50083,Store_83,DistributorOutlet,Ahmedabad,Maharashtra,Central,2024-07-05 07:11:18
STORE50084,Store_84,BrandStore,Lucknow,Telangana,South,2025-04-19 21:11:10
STORE50085,Store_85,BrandStore,Bengaluru,Maharashtra,Central,2025-03-04 21:57:45
STORE50086,Store_86,LocalShop,Chennai,Gujarat,West,2023-10-28 18:39:00
STORE50087,Store_87,BrandStore,Jaipur,Gujarat,Central,2025-08-14 10:45:29
STORE50088,Store_88,DistributorOutlet,Lucknow,Tamil Nadu,Central,2024-04-01 13:06:17
STORE50089,Store_89,LocalShop,Nagpur,Maharashtra,North,2023-09-12 13:29:30
STORE50090,Store_90,LocalShop,Lucknow,Karnataka,North,2024-06-28 11:29:51
STORE50091,Store_91,LocalShop,Pune,Maharashtra,South,2023-10-19 22:25:05
STORE50092,Store_92,LocalShop,Delhi,West Bengal,West,2025-01-01 01:56:55
STORE50093,Store_93,BrandStore,Pune,West Bengal,East,2024-12-16 13:25:40
STORE50094,Store_94,BrandStore,Pune,Tamil Nadu,Central,2025-07-03 03:27:12
STORE50095,Store_95,LocalShop,Pune,Rajasthan,South,2025-11-17 17:23:05
STORE50096,Store_96,BrandStore,Bengaluru,Uttar Pradesh,North,2024-09-29 06:03:43
STORE50097,Store_97,BrandStore,Mumbai,Telangana,South,2023-07-18 18:04:56
STORE50098,Store_98,DistributorOutlet,Mumbai,Gujarat,East,2024-08-12 01:30:24
STORE50099,Store_99,DistributorOutlet,Bengaluru,Karnataka,South,2023-07-01 08:09:55
STORE50100,Store_100,DistributorOutlet,Mumbai,Maharashtra,South,2024-07-25 17:24:42
STORE50101,Store_101,LocalShop,Pune,Maharashtra,North,2023-07-18 20:34:41
STORE50102,Store_102,BrandStore,Nagpur,Maharashtra,North,2024-09-21 09:51:49
STORE50103,Store_103,LocalShop,Delhi,Delhi,Central,2023-05-18 17:27:08
STORE50104,Store_104,BrandStore,Mumbai,Tamil Nadu,South,2025-03-20 17:22:17
STORE50105,Store_105,DistributorOutlet,Jaipur,Karnataka,Central,2023-09-17 22:47:19
STORE50106,Store_106,BrandStore,Chennai,Maharashtra,West,2024-05-21 06:47:20
STORE50107,Store_107,DistributorOutlet,Chennai,Tamil Nadu,East,2024-01-11 20:17:38
STORE50108,Store_108,BrandStore,Chennai,Gujarat,South,2023-04-22 18:40:04
STORE50109,Store_109,LocalShop,Bengaluru,Uttar Pradesh,South,2024-09-04 13:39:03
STORE50110,Store_110,DistributorOutlet,Bengaluru,West Bengal,East,2025-08-22 15:20:39
STORE50111,Store_111,DistributorOutlet,Mumbai,Gujarat,North,2023-01-28 23:47:23
STORE50112,Store_112,BrandStore,Hyderabad,Maharashtra,North,2024-03-08 18:21:33
STORE50113,Store_113,DistributorOutlet,Delhi,Gujarat,East,2024-12-07 19:05:12
STORE50114,Store_114,DistributorOutlet,Pune,Delhi,West,2023-06-13 21:25:07
STORE50115,Store_115,DistributorOutlet,Bengaluru,Telangana,Central,2025-08-31 17:45:52
STORE50116,Store_116,LocalShop,Hyderabad,Tamil Nadu,South,2025-08-25 15:08:35
STORE50117,Store_117,LocalShop,Jaipur,Rajasthan,East,2025-06-13 22:53:10
STORE50118,Store_118,DistributorOutlet,Kolkata,Maharashtra,South,2025-12-20 15:37:40
STORE50119,Store_119,DistributorOutlet,Delhi,Karnataka,North,2024-05-15 20:33:07
STORE50120,Store_120,DistributorOutlet,Jaipur,Maharashtra,Central,2023-02-11 08:20:49
STORE50121,Store_121,LocalShop,Kolkata,Maharashtra,North,2023-08-05 14:24:55
STORE50122,Store_122,DistributorOutlet,Mumbai,Uttar Pradesh,West,2023-01-20 07:18:44
STORE50123,Store_123,BrandStore,Delhi,Maharashtra,Central,2025-06-12 19:58:33
STORE50124,Store_124,DistributorOutlet,Delhi,Maharashtra,North,2024-10-28 11:27:04
STORE50125,Store_125,BrandStore,Surat,West Bengal,East,2025-03-24 07:42:48
STORE50126,Store_126,DistributorOutlet,Mumbai,West Bengal,East,2023-09-21 00:33:15
STORE50127,Store_127,LocalShop,Jaipur,Karnataka,South,2023-08-15 19:43:10
STORE50128,Store_128,LocalShop,Surat,Maharashtra,East,2024-08-14 11:08:59
STORE50129,Store_129,DistributorOutlet,Nagpur,Gujarat,South,2024-03-13 09:19:28
STORE50130,Store_130,LocalShop,Mumbai,Telangana,East,2025-02-28 12:50:16
STORE50131,Store_131,DistributorOutlet,Kolkata,West Bengal,West,2025-04-02 16:04:31
STORE50132,Store_132,BrandStore,Delhi,Gujarat,South,2025-02-12 05:07:47
STORE50133,Store_133,BrandStore,Chennai,Uttar Pradesh,South,2023-02-10 16:59:30
STORE50134,Store_134,BrandStore,Nagpur,West Bengal,Central,2023-10-16 14:05:55
STORE50135,Store_135,BrandStore,Delhi,Uttar Pradesh,North,2024-10-06 01:34:20
STORE50136,Store_136,BrandStore,Nagpur,Maharashtra,North,2024-04-18 19:26:54
STORE50137,Store_137,LocalShop,Surat,Maharashtra,East,2025-05-28 05:18:03
STORE50138,Store_138,LocalShop,Chennai,Gujarat,Central,2024-04-26 11:34:50
STORE50139,Store_139,BrandStore,Pune,Delhi,Central,2025-12-23 11:44:16
STORE50140,Store_140,BrandStore,Surat,Maharashtra,North,2024-04-15 02:37:46
STORE50141,Store_141,LocalShop,Jaipur,Maharashtra,Central,2023-12-04 22:05:20
STORE50142,Store_142,DistributorOutlet,Hyderabad,Gujarat,East,2025-09-08 23:47:51
STORE50143,Store_143,BrandStore,Kolkata,West Bengal,West,2025-09-01 13:07:42
STORE50144,Store_144,BrandStore,Ahmedabad,Tamil Nadu,Central,2023-05-07 08:03:06
STORE50145,Store_145,DistributorOutlet,Mumbai,Maharashtra,South,2024-12-19 04:56:51
STORE50146,Store_146,LocalShop,Lucknow,Telangana,South,2025-03-31 15:47:27
STORE50147,Store_147,DistributorOutlet,Hyderabad,Rajasthan,North,2024-09-22 08:49:39
STORE50148,Store_148,LocalShop,Hyderabad,Maharashtra,South,2024-11-14 14:54:03
STORE50149,Store_149,DistributorOutlet,Chennai,Gujarat,North,2023-07-12 08:35:00
STORE50150,Store_150,LocalShop,Lucknow,Tamil Nadu,West,2024-04-09 09:04:55
STORE50151,Store_151,DistributorOutlet,Hyderabad,Telangana,Central,2024-03-04 13:49:31
STORE50152,Store_152,DistributorOutlet,Ahmedabad,Telangana,South,2025-09-13 19:04:34
STORE50153,Store_153,DistributorOutlet,Pune,Gujarat,North,2025-11-25 02:14:22
STORE50154,Store_154,BrandStore,Jaipur,Maharashtra,Central,2023-06-06 09:16:57
STORE50155,Store_155,BrandStore,Chennai,Telangana,South,2024-01-25 07:20:05
STORE50156,Store_156,DistributorOutlet,Delhi,Rajasthan,North,2024-08-12 03:34:03
STORE50157,Store_157,BrandStore,Pune,Maharashtra,East,2025-11-11 08:30:11
STORE50158,Store_158,DistributorOutlet,Surat,Tamil Nadu,North,2025-06-29 21:18:26
STORE50159,Store_159,BrandStore,Lucknow,Uttar Pradesh,West,2024-04-26 00:08:58
STORE50160,Store_160,DistributorOutlet,Chennai,Tamil Nadu,West,2024-09-13 09:18:54
STORE50161,Store_161,BrandStore,Nagpur,Karnataka,West,2024-08-01 06:13:17
STORE50162,Store_162,BrandStore,Ahmedabad,Gujarat,East,2024-05-04 04:59:16
STORE50163,Store_163,BrandStore,Bengaluru,Maharashtra,South,2023-04-13 22:06:35
STORE50164,Store_164,LocalShop,Lucknow,Gujarat,South,2024-02-08 10:57:25
STORE50165,Store_165,LocalShop,Pune,Gujarat,East,2025-03-13 11:00:58
STORE50166,Store_166,LocalShop,Hyderabad,Telangana,South,2024-01-19 20:43:00
STORE50167,Store_167,DistributorOutlet,Ahmedabad,Maharashtra,West,2023-08-08 05:10:22
STORE50168,Store_168,DistributorOutlet,Pune,West Bengal,East,2025-10-04 06:05:21
STORE50169,Store_169,BrandStore,Bengaluru,Uttar Pradesh,Central,2025-10-06 01:53:07
STORE50170,Store_170,LocalShop,Mumbai,Delhi,South,2025-05-18 17:58:38
STORE50171,Store_171,DistributorOutlet,Surat,Gujarat,East,2024-05-13 17:36:03
STORE50172,Store_172,DistributorOutlet,Jaipur,Rajasthan,South,2025-04-10 10:09:58
STORE50173,Store_173,LocalShop,Delhi,Gujarat,Central,2023-07-28 15:39:34
STORE50174,Store_174,DistributorOutlet,Hyderabad,Gujarat,South,2023-11-11 15:33:37
STORE50175,Store_175,BrandStore,Surat,Telangana,Central,2025-06-09 08:21:42
STORE50176,Store_176,LocalShop,Mumbai,Rajasthan,Central,2025-04-18 14:28:16
STORE50177,Store_177,DistributorOutlet,Jaipur,Karnataka,South,2024-05-11 18:08:14
STORE50178,Store_178,BrandStore,Ahmedabad,Rajasthan,North,2024-01-26 23:52:04
STORE50179,Store_179,DistributorOutlet,Mumbai,Delhi,Central,2023-11-18 07:07:59
STORE50180,Store_180,DistributorOutlet,Hyderabad,Gujarat,Central,2024-04-04 03:19:28
STORE50181,Store_181,DistributorOutlet,Nagpur,Gujarat,West,2023-09-26 00:51:36
STORE50182,Store_182,DistributorOutlet,Surat,Maharashtra,East,2025-05-24 22:27:43
STORE50183,Store_183,DistributorOutlet,Chennai,West Bengal,North,2023-07-20 17:16:03
STORE50184,Store_184,BrandStore,Chennai,Gujarat,North,2024-12-31 04:39:28
STORE50185,Store_185,LocalShop,Bengaluru,Gujarat,South,2025-07-23 04:26:19
STORE50186,Store_186,LocalShop,Chennai,Gujarat,East,2025-12-14 18:56:49
STORE50187,Store_187,DistributorOutlet,Bengaluru,Gujarat,South,2025-02-07 08:56:47
STORE50188,Store_188,DistributorOutlet,Surat,Maharashtra,East,2025-01-31 08:30:21
STORE50189,Store_189,BrandStore,Mumbai,Telangana,East,2023-08-28 01:33:06
STORE50190,Store_190,DistributorOutlet,Nagpur,West Bengal,South,2023-09-20 06:27:17
STORE50191,Store_191,DistributorOutlet,Pune,Telangana,West,2025-04-11 02:30:40
STORE50192,Store_192,LocalShop,Lucknow,Delhi,South,2023-08-08 06:26:16
STORE50193,Store_193,LocalShop,Delhi,Tamil Nadu,Central,2025-06-06 13:01:31
STORE50194,Store_194,DistributorOutlet,Kolkata,Karnataka,East,2023-06-21 04:34:05
STORE50195,Store_195,LocalShop,Delhi,Delhi,East,2023-02-07 11:55:25
STORE50196,Store_196,LocalShop,Chennai,Maharashtra,North,2023-03-10 20:12:08
STORE50197,Store_197,LocalShop,Delhi,Telangana,Central,2023-12-23 19:42:10
STORE50198,Store_198,DistributorOutlet,Pune,Karnataka,North,2023-06-22 15:33:53
STORE50199,Store_199,BrandStore,Nagpur,Tamil Nadu,West,2024-12-25 12:02:39
STORE50200,Store_200,DistributorOutlet,Pune,West Bengal,Central,2025-08-12 02:18:15
STORE50201,Store_201,DistributorOutlet,Pune,Karnataka,Central,2024-10-11 08:36:08
STORE50202,Store_202,DistributorOutlet,Bengaluru,Gujarat,South,2023-03-10 23:53:51
STORE50203,Store_203,DistributorOutlet,Nagpur,Tamil Nadu,East,2023-01-28 14:55:30
STORE50204,Store_204,LocalShop,Mumbai,Maharashtra,East,2025-06-20 23:08:53
STORE50205,Store_205,BrandStore,Bengaluru,Karnataka,West,2025-10-12 06:42:03
STORE50206,Store_206,LocalShop,Delhi,Telangana,West,2023-08-04 18:51:53
STORE50207,Store_207,BrandStore,Lucknow,Delhi,South,2024-07-24 11:05:36
STORE50208,Store_208,DistributorOutlet,Nagpur,Gujarat,East,2023-07-04 03:02:12
STORE50209,Store_209,DistributorOutlet,Jaipur,Karnataka,South,2025-09-08 14:50:05
STORE50210,Store_210,LocalShop,Lucknow,Tamil Nadu,West,2025-08-26 12:14:29
STORE50211,Store_211,DistributorOutlet,Chennai,Uttar Pradesh,West,2024-07-31 15:14:40
STORE50212,Store_212,BrandStore,Mumbai,Telangana,Central,2023-11-02 07:26:59
STORE50213,Store_213,DistributorOutlet,Mumbai,Gujarat,South,2023-11-18 01:10:20
STORE50214,Store_214,DistributorOutlet,Kolkata,Gujarat,West,2023-07-07 07:53:33
STORE50215,Store_215,DistributorOutlet,Pune,Karnataka,West,2023-04-22 00:47:44
STORE50216,Store_216,BrandStore,Bengaluru,Maharashtra,South,2023-07-11 01:28:08
STORE50217,Store_217,DistributorOutlet,Chennai,Telangana,Central,2025-08-19 05:24:25
STORE50218,Store_218,BrandStore,Kolkata,Gujarat,West,2023-08-21 20:16:40
STORE50219,Store_219,LocalShop,Mumbai,Gujarat,North,2025-12-19 19:30:27
STORE50220,Store_220,DistributorOutlet,Chennai,Maharashtra,South,2023-09-07 05:28:22
STORE50221,Store_221,DistributorOutlet,Mumbai,Maharashtra,East,2023-01-18 20:28:39
STORE50222,Store_222,BrandStore,Hyderabad,Delhi,Central,2024-04-23 09:54:01
STORE50223,Store_223,DistributorOutlet,Ahmedabad,Delhi,East,2025-05-27 17:55:00
STORE50224,Store_224,DistributorOutlet,Hyderabad,Tamil Nadu,West,2023-02-03 22:20:13
STORE50225,Store_225,LocalShop,Ahmedabad,Tamil Nadu,South,2025-07-13 07:50:06
STORE50226,Store_226,BrandStore,Jaipur,Telangana,North,2023-01-07 11:53:00
STORE50227,Store_227,LocalShop,Bengaluru,Gujarat,North,2024-09-21 11:31:22
STORE50228,Store_228,BrandStore,Mumbai,West Bengal,West,2023-07-26 22:43:28
STORE50229,Store_229,LocalShop,Jaipur,Maharashtra,South,2024-02-13 03:09:41
STORE50230,Store_230,BrandStore,Chennai,Tamil Nadu,South,2025-01-27 06:01:30
STORE50231,Store_231,LocalShop,Mumbai,Gujarat,East,2025-12-04 12:02:43
STORE50232,Store_232,DistributorOutlet,Surat,Gujarat,West,2025-10-21 17:42:17
STORE50233,Store_233,BrandStore,Hyderabad,Telangana,North,2024-02-13 03:50:16
STORE50234,Store_234,DistributorOutlet,Hyderabad,Gujarat,East,2024-03-22 20:38:22
STORE50235,Store_235,DistributorOutlet,Chennai,Gujarat,Central,2025-06-13 15:06:49
STORE50236,Store_236,DistributorOutlet,Nagpur,Delhi,East,2025-10-04 18:57:21
STORE50237,Store_237,LocalShop,Ahmedabad,Maharashtra,South,2025-10-27 07:07:09
STORE50238,Store_238,BrandStore,Ahmedabad,Gujarat,West,2023-11-22 01:11:00
STORE50239,Store_239,BrandStore,Lucknow,Maharashtra,South,2023-02-22 12:24:39
STORE50240,Store_240,LocalShop,Lucknow,Gujarat,Central,2023-12-30 22:47:02
STORE50241,Store_241,DistributorOutlet,Bengaluru,Maharashtra,North,2024-05-17 12:36:30
STORE50242,Store_242,LocalShop,Delhi,Gujarat,East,2025-07-29 05:43:47
STORE50243,Store_243,BrandStore,Jaipur,Maharashtra,East,2025-05-30 05:57:09
STORE50244,Store_244,DistributorOutlet,Jaipur,Maharashtra,West,2025-06-04 11:19:08
STORE50245,Store_245,DistributorOutlet,Nagpur,Uttar Pradesh,East,2025-04-02 08:13:16
STORE50246,Store_246,LocalShop,Mumbai,Gujarat,North,2024-04-04 17:52:30
STORE50247,Store_247,DistributorOutlet,Mumbai,Gujarat,Central,2025-10-15 20:45:34
STORE50248,Store_248,BrandStore,Delhi,Maharashtra,South,2023-12-07 08:47:21
STORE50249,Store_249,BrandStore,Nagpur,Maharashtra,West,2025-07-19 21:08:06
STORE50250,Store_250,BrandStore,Hyderabad,Gujarat,Central,2025-01-03 17:06:05
STORE50251,Store_251,LocalShop,Jaipur,Maharashtra,East,2023-03-01 10:28:12
STORE50252,Store_252,BrandStore,Ahmedabad,Delhi,Central,2024-09-11 01:49:20
STORE50253,Store_253,DistributorOutlet,Ahmedabad,Uttar Pradesh,Central,2025-08-11 13:35:33
STORE50254,Store_254,DistributorOutlet,Hyderabad,Maharashtra,West,2023-09-07 21:42:11
STORE50255,Store_255,DistributorOutlet,Mumbai,Gujarat,South,2025-04-09 16:40:33
STORE50256,Store_256,LocalShop,Nagpur,West Bengal,West,2023-10-26 09:55:58
STORE50257,Store_257,LocalShop,Kolkata,Maharashtra,East,2025-01-07 04:04:58
STORE50258,Store_258,LocalShop,Jaipur,Maharashtra,West,2024-04-06 09:48:17
STORE50259,Store_259,BrandStore,Delhi,Rajasthan,North,2025-12-16 01:13:14
STORE50260,Store_260,DistributorOutlet,Mumbai,Tamil Nadu,South,2024-01-13 05:55:03
STORE50261,Store_261,LocalShop,Surat,West Bengal,South,2023-12-13 05:10:13
STORE50262,Store_262,DistributorOutlet,Hyderabad,Gujarat,North,2023-04-27 13:08:53
STORE50263,Store_263,LocalShop,Surat,Telangana,South,2023-10-15 18:56:26
STORE50264,Store_264,LocalShop,Nagpur,Karnataka,West,2024-04-25 00:19:59
STORE50265,Store_265,DistributorOutlet,Mumbai,Gujarat,South,2024-04-14 22:20:27
STORE50266,Store_266,DistributorOutlet,Lucknow,West Bengal,East,2023-07-18 01:28:21
STORE50267,Store_267,BrandStore,Ahmedabad,West Bengal,East,2023-03-11 14:03:15
STORE50268,Store_268,BrandStore,Lucknow,Karnataka,South,2025-02-01 00:48:08
STORE50269,Store_269,DistributorOutlet,Mumbai,Maharashtra,East,2023-12-01 09:42:16
STORE50270,Store_270,LocalShop,Nagpur,Telangana,North,2025-08-29 16:11:56
STORE50271,Store_271,LocalShop,Surat,Telangana,East,2024-01-18 16:29:57
STORE50272,Store_272,DistributorOutlet,Surat,Telangana,West,2025-12-01 11:11:39
STORE50273,Store_273,BrandStore,Ahmedabad,Rajasthan,Central,2024-08-04 18:25:08
STORE50274,Store_274,LocalShop,Surat,Delhi,East,2025-07-05 04:50:23
STORE50275,Store_275,BrandStore,Lucknow,Gujarat,East,2023-08-01 14:33:39
STORE50276,Store_276,LocalShop,Lucknow,Maharashtra,South,2023-03-23 18:20:45
STORE50277,Store_277,DistributorOutlet,Mumbai,Maharashtra,Central,2024-02-18 20:14:07
STORE50278,Store_278,DistributorOutlet,Surat,West Bengal,East,2024-06-14 12:08:02
STORE50279,Store_279,DistributorOutlet,Nagpur,Karnataka,South,2024-03-09 02:09:27
STORE50280,Store_280,BrandStore,Kolkata,Tamil Nadu,Central,2024-05-21 05:51:06
STORE50281,Store_281,LocalShop,Surat,Maharashtra,East,2024-05-22 18:41:21
STORE50282,Store_282,LocalShop,Delhi,Telangana,Central,2025-03-24 07:26:25
STORE50283,Store_283,LocalShop,Pune,Uttar Pradesh,South,2023-06-04 07:26:57
STORE50284,Store_284,DistributorOutlet,Bengaluru,Tamil Nadu,South,2025-06-05 10:33:29
STORE50285,Store_285,LocalShop,Delhi,Rajasthan,Central,2024-04-21 00:48:18
STORE50286,Store_286,LocalShop,Kolkata,Tamil Nadu,North,2023-04-23 20:52:30
STORE50287,Store_287,BrandStore,Delhi,Uttar Pradesh,West,2025-12-06 05:00:37
STORE50288,Store_288,DistributorOutlet,Chennai,Rajasthan,North,2025-09-16 16:14:54
STORE50289,Store_289,DistributorOutlet,Lucknow,Delhi,East,2023-08-23 06:51:55
STORE50290,Store_290,BrandStore,Hyderabad,Maharashtra,East,2023-11-05 17:39:19
STORE50291,Store_291,BrandStore,Bengaluru,Tamil Nadu,South,2023-02-18 13:55:53
STORE50292,Store_292,DistributorOutlet,Surat,Telangana,South,2024-03-02 09:08:52
STORE50293,Store_293,LocalShop,Bengaluru,Delhi,East,2024-07-24 09:23:01
STORE50294,Store_294,BrandStore,Ahmedabad,Maharashtra,North,2025-01-05 06:11:00
STORE50295,Store_295,DistributorOutlet,Kolkata,Telangana,Central,2024-08-10 08:49:29
STORE50296,Store_296,LocalShop,Chennai,Tamil Nadu,Central,2025-05-23 07:02:47
STORE50297,Store_297,BrandStore,Jaipur,Rajasthan,South,2025-03-03 20:32:22
STORE50298,Store_298,BrandStore,Delhi,Maharashtra,South,2024-09-29 14:21:34
STORE50299,Store_299,LocalShop,Delhi,Tamil Nadu,West,2025-06-24 17:38:44
STORE50300,Store_300,DistributorOutlet,Nagpur,Rajasthan,South,2025-03-12 00:50:21
STORE50301,Store_301,LocalShop,Jaipur,Tamil Nadu,West,2025-05-30 19:14:27
STORE50302,Store_302,DistributorOutlet,Pune,Rajasthan,South,2025-01-17 01:56:11
STORE50303,Store_303,DistributorOutlet,Mumbai,Uttar Pradesh,South,2023-06-13 04:20:54
STORE50304,Store_304,DistributorOutlet,Nagpur,Tamil Nadu,East,2023-09-03 02:35:47
