shop_id,shop_name,owner_name,city,state,created_at
LSHOP70246,LocalShop_246,Owner_246,Ahmedabad,Delhi,2025-11-17 10:47:27
LSHOP70247,LocalShop_247,Owner_247,Bengaluru,Maharashtra,2025-05-11 03:40:45
LSHOP70248,LocalShop_248,Owner_248,Hyderabad,Telangana,2025-03-12 14:54:33
LSHOP70249,LocalShop_249,Owner_249,Nagpur,Tamil Nadu,2023-08-13 10:22:59
LSHOP70250,LocalShop_250,Owner_250,Nagpur,Maharashtra,2025-06-05 14:34:47
LSHOP70251,LocalShop_251,Owner_251,Ahmedabad,Tamil Nadu,2024-08-26 01:11:32
LSHOP70252,LocalShop_252,Owner_252,Mumbai,Telangana,2025-10-17 10:31:41
LSHOP70253,LocalShop_253,Owner_253,Kolkata,Tamil Nadu,2025-03-22 07:19:14
LSHOP70254,LocalShop_254,Owner_254,Hyderabad,Gujarat,2025-04-19 20:03:17
LSHOP70255,LocalShop_255,Owner_255,Delhi,Maharashtra,2025-04-17 05:20:54
LSHOP70256,LocalShop_256,Owner_256,Bengaluru,Maharashtra,2025-03-04 14:44:33
LSHOP70257,LocalShop_257,Owner_257,Mumbai,Gujarat,2023-06-11 18:29:21
LSHOP70258,LocalShop_258,Owner_258,Hyderabad,West Bengal,2024-06-22 10:11:26
LSHOP70259,LocalShop_259,Owner_259,Surat,Rajasthan,2023-05-07 04:01:14
LSHOP70260,LocalShop_260,Owner_260,Lucknow,Gujarat,2025-11-03 18:06:56
LSHOP70261,LocalShop_261,Owner_261,Mumbai,Tamil Nadu,2023-09-17 09:30:16
LSHOP70262,LocalShop_262,Owner_262,Lucknow,Telangana,2024-02-24 14:42:17
LSHOP70263,LocalShop_263,Owner_263,Mumbai,Maharashtra,2025-09-01 03:17:48
LSHOP70264,LocalShop_264,Owner_264,Jaipur,Maharashtra,2025-07-04 13:10:33
LSHOP70265,LocalShop_265,Owner_265,Ahmedabad,Telangana,2023-10-06 06:04:41
LSHOP70266,LocalShop_266,Owner_266,Ahmedabad,Karnataka,2023-05-08 12:07:36
LSHOP70267,LocalShop_267,Owner_267,Bengaluru,Rajasthan,2025-04-25 13:42:49
LSHOP70268,LocalShop_268,Owner_268,Delhi,Maharashtra,2025-07-13 22:27:17
LSHOP70269,LocalShop_269,Owner_269,Jaipur,Gujarat,2025-05-13 03:34:11
LSHOP70270,LocalShop_270,Owner_270,Delhi,Delhi,2025-10-16 02:09:45
LSHOP70271,LocalShop_271,Owner_271,Lucknow,Gujarat,2024-08-23 20:00:26
LSHOP70272,LocalShop_272,Owner_272,Pune,Rajasthan,2025-08-23 20:28:55
LSHOP70273,LocalShop_273,Owner_273,Kolkata,Maharashtra,2024-08-19 12:04:08
LSHOP70274,LocalShop_274,Owner_274,Surat,Maharashtra,2023-08-27 21:41:20
LSHOP70275,LocalShop_275,Owner_275,Chennai,Delhi,2023-08-15 20:02:11
LSHOP70276,LocalShop_276,Owner_276,Delhi,Rajasthan,2025-06-27 21:23:22
LSHOP70277,LocalShop_277,Owner_277,Nagpur,Delhi,2024-03-22 04:29:23
LSHOP70278,LocalShop_278,Owner_278,Surat,Maharashtra,2025-03-28 10:33:43
LSHOP70279,LocalShop_279,Owner_279,Jaipur,Gujarat,2024-09-11 10:09:51
LSHOP70280,LocalShop_280,Owner_280,Jaipur,Gujarat,2024-04-18 11:54:25
LSHOP70281,LocalShop_281,Owner_281,Bengaluru,Tamil Nadu,2025-06-28 06:11:22
LSHOP70282,LocalShop_282,Owner_282,Chennai,Maharashtra,2023-08-10 12:23:53
LSHOP70283,LocalShop_283,Owner_283,Bengaluru,Karnataka,2023-01-23 02:51:14
LSHOP70284,LocalShop_284,Owner_284,Hyderabad,West Bengal,2025-09-20 06:16:07
LSHOP70285,LocalShop_285,Owner_285,Delhi,Tamil Nadu,2023-01-06 17:37:00
LSHOP70286,LocalShop_286,Owner_286,Ahmedabad,Telangana,2025-09-03 22:16:34
LSHOP70287,LocalShop_287,Owner_287,Mumbai,Delhi,2023-12-17 07:34:54
LSHOP70288,LocalShop_288,Owner_288,Bengaluru,Gujarat,2023-05-13 10:43:39
LSHOP70289,LocalShop_289,Owner_289,Surat,Maharashtra,2025-04-05 13:19:02
LSHOP70290,LocalShop_290,Owner_290,Nagpur,Delhi,2024-04-20 11:10:27
LSHOP70291,LocalShop_291,Owner_291,Ahmedabad,Tamil Nadu,2024-02-20 00:07:40
LSHOP70292,LocalShop_292,Owner_292,Ahmedabad,Tamil Nadu,2025-07-25 23:49:39
LSHOP70293,LocalShop_293,Owner_293,Chennai,Maharashtra,2023-10-15 20:27:03
