po_id,supplier_id,product_id,qty,price,po_ts
PO500153,SUPP80799,PROD203001,288,4073.38,2023-03-28 19:52:45
PO500154,SUPP80139,PROD202171,317,3066.63,2024-10-11 05:30:24
PO500155,SUPP80627,PROD201084,155,718.04,2025-03-09 04:03:07
PO500156,SUPP80051,PROD203360,278,643.24,2023-10-23 14:44:12
PO500157,SUPP80112,PROD201135,353,1769.12,2024-04-13 15:15:09
PO500158,SUPP80189,PROD201560,319,4917.5,2024-03-02 15:43:48
PO500159,SUPP80406,PROD203897,418,4985.09,2023-11-17 08:39:03
PO500160,SUPP80156,PROD204131,491,3573.57,2023-10-31 22:41:16
PO500161,SUPP80720,PROD203520,500,2853.84,2023-11-19 18:54:01
PO500162,SUPP80831,PROD201805,394,108.36,2023-07-18 14:11:37
PO500163,SUPP80654,PROD201166,473,2787.58,2025-04-05 22:20:34
PO500164,SUPP80494,PROD200424,378,571.4,2024-12-29 01:26:51
PO500165,SUPP80391,PROD201747,96,4750.07,2025-09-15 09:21:34
PO500166,SUPP80373,PROD204674,225,1384.12,2023-03-06 04:48:11
PO500167,SUPP80334,PROD201494,104,2204.04,2025-07-10 11:56:18
PO500168,SUPP80815,PROD203548,481,4826.69,2025-11-22 06:38:57
PO500169,SUPP80885,PROD201931,395,4330.7,2023-08-08 06:19:27
PO500170,SUPP80547,PROD204904,110,3080.81,2023-11-21 07:28:30
PO500171,SUPP80562,PROD203363,101,296.51,2025-10-13 22:22:13
PO500172,SUPP80740,PROD201041,200,422.4,2025-12-05 05:36:22
PO500173,SUPP80830,PROD204743,329,182.61,2023-05-26 05:55:28
PO500174,SUPP80262,PROD204765,304,3566.44,2023-08-15 19:29:15
PO500175,SUPP80889,PROD201893,432,1161.87,2025-04-03 16:05:36
PO500176,SUPP80346,PROD202335,18,2972.06,2023-04-01 10:02:13
PO500177,SUPP80390,PROD203691,373,2830.63,2024-11-06 03:22:16
PO500178,SUPP80280,PROD204709,100,401.35,2024-06-26 12:27:37
PO500179,SUPP80148,PROD201000,261,2477.92,2024-05-16 03:55:44
PO500180,SUPP80681,PROD202070,294,2182.52,2023-10-25 08:58:06
PO500181,SUPP80409,PROD200654,327,1815.16,2025-06-07 02:14:16
PO500182,SUPP80264,PROD204453,15,2804.27,2025-06-09 02:11:10
PO500183,SUPP80709,PROD201058,75,4447.8,2025-04-05 00:13:40
PO500184,SUPP80921,PROD204641,259,3612.47,2024-05-11 01:39:37
PO500185,SUPP80019,PROD202567,80,2469.97,2024-09-12 04:10:31
PO500186,SUPP80826,PROD200855,286,3923.15,2025-06-21 16:09:44
PO500187,SUPP80774,PROD201530,177,4660.04,2025-07-24 17:58:22
PO500188,SUPP80352,PROD201786,323,1285.65,2024-06-09 16:40:16
PO500189,SUPP80350,PROD204163,251,1861.05,2025-05-21 06:15:19
PO500190,SUPP80223,PROD204792,96,2960.3,2025-11-21 19:27:06
PO500191,SUPP80746,PROD203842,27,3127.36,2023-04-01 10:16:19
PO500192,SUPP80332,PROD204350,183,1384.12,2024-09-14 14:15:26
PO500193,SUPP80378,PROD204575,189,1562.4,2023-04-23 18:30:42
PO500194,SUPP80381,PROD201884,469,871.8,2023-09-01 21:03:00
PO500195,SUPP80626,PROD202239,61,2552.48,2025-04-26 22:33:08
PO500196,SUPP80365,PROD204585,159,3965.83,2025-03-29 08:02:39
PO500197,SUPP80916,PROD202535,399,2819.3,2025-07-06 21:35:45
PO500198,SUPP80520,PROD202095,250,2291.78,2025-06-08 07:52:59
PO500199,SUPP80246,PROD200161,33,4077.46,2025-03-09 02:27:52
PO500200,SUPP80633,PROD201289,156,3652.57,2024-12-18 04:10:55
PO500201,SUPP80378,PROD203306,439,4250.98,2023-06-06 06:44:27
PO500202,SUPP80206,PROD200749,420,1680.28,2024-09-04 02:56:54
PO500203,SUPP80777,PROD202016,307,4082.34,2023-10-30 16:44:22
PO500204,SUPP80589,PROD204653,186,711.38,2023-04-17 06:33:07
PO500205,SUPP80390,PROD203306,52,1487.42,2023-11-25 12:44:22
PO500206,SUPP80720,PROD201550,209,1273.67,2025-04-21 17:05:07
PO500207,SUPP80257,PROD204164,345,2269.44,2025-04-29 14:51:28
PO500208,SUPP80465,PROD201806,449,2122.32,2025-08-06 14:22:39
PO500209,SUPP80339,PROD204858,465,3357.05,2023-11-11 16:21:54
PO500210,SUPP80290,PROD200619,393,2114.41,2025-03-05 23:48:59
PO500211,SUPP80747,PROD200708,465,2035.58,2024-02-16 00:31:12
PO500212,SUPP80813,PROD203519,440,3799.46,2023-07-04 19:08:13
PO500213,SUPP80139,PROD201713,388,1399.84,2024-02-11 20:56:27
PO500214,SUPP80435,PROD201413,113,4620.37,2025-11-24 09:11:18
PO500215,SUPP80653,PROD200162,250,4202.01,2025-01-15 22:22:19
PO500216,SUPP80253,PROD203904,391,860.91,2025-06-18 02:52:36
PO500217,SUPP80045,PROD204978,462,3054.89,2025-09-01 16:44:23
PO500218,SUPP80827,PROD204869,14,901.65,2023-02-21 12:18:00
PO500219,SUPP80399,PROD204917,281,2282.5,2024-07-22 18:13:12
PO500220,SUPP80503,PROD201355,43,446.4,2024-04-08 07:08:20
PO500221,SUPP80978,PROD202207,373,4456.68,2023-07-16 17:47:53
PO500222,SUPP80146,PROD203285,19,1508.75,2024-10-24 01:11:01
PO500223,SUPP80709,PROD202583,380,3170.46,2025-01-30 16:33:39
PO500224,SUPP80410,PROD201226,217,3620.3,2023-05-13 22:32:49
PO500225,SUPP80036,PROD204906,91,916.97,2024-07-08 04:49:36
PO500226,SUPP80064,PROD201077,251,538.23,2023-12-03 07:44:33
PO500227,SUPP80577,PROD204663,154,3709.63,2025-10-05 22:19:57
PO500228,SUPP80869,PROD200963,158,3098.89,2025-12-17 12:13:55
PO500229,SUPP80758,PROD202064,403,3681.48,2023-07-26 03:50:27
PO500230,SUPP80481,PROD201598,343,3756.01,2024-05-22 21:46:19
PO500231,SUPP80945,PROD201106,155,2359.18,2025-02-23 18:25:28
PO500232,SUPP80641,PROD202498,310,1370.39,2024-01-26 04:30:12
PO500233,SUPP80514,PROD203545,18,2790.93,2025-02-04 14:07:11
PO500234,SUPP80097,PROD204510,273,4270.32,2023-12-10 18:50:46
PO500235,SUPP80195,PROD202127,303,3253.92,2024-02-06 00:27:05
PO500236,SUPP80731,PROD202303,440,2353.89,2025-11-05 11:20:18
PO500237,SUPP80234,PROD200571,348,2768.83,2023-04-20 02:18:32
PO500238,SUPP80832,PROD202692,98,315.04,2024-07-23 14:06:08
PO500239,SUPP80243,PROD203486,138,3414.78,2024-02-23 07:07:17
PO500240,SUPP80728,PROD200063,454,1824.54,2023-06-26 08:13:02
PO500241,SUPP80862,PROD201155,181,2795.31,2024-10-04 00:08:48
PO500242,SUPP80310,PROD200817,423,4635.03,2025-08-03 17:54:57
PO500243,SUPP80245,PROD202307,402,2846.48,2023-10-10 09:47:05
PO500244,SUPP80632,PROD201176,478,4640.12,2024-10-11 15:28:39
PO500245,SUPP80164,PROD204856,331,3375.94,2025-11-02 22:52:47
PO500246,SUPP80674,PROD201398,481,1453.89,2023-11-26 05:38:14
PO500247,SUPP80144,PROD201631,64,1263.96,2024-07-09 09:34:08
PO500248,SUPP80242,PROD203534,271,3342.72,2025-08-23 16:35:38
PO500249,SUPP80472,PROD201324,389,3244.27,2024-03-22 06:28:52
PO500250,SUPP80767,PROD204816,353,531.36,2023-10-02 12:03:24
PO500251,SUPP80700,PROD200983,464,658.87,2025-02-25 13:22:08
PO500252,SUPP80438,PROD201654,252,1240.99,2025-03-01 11:18:50
PO500253,SUPP80173,PROD201710,490,251.47,2024-08-29 04:51:53
PO500254,SUPP80830,PROD203539,60,4146.52,2024-05-09 10:15:16
PO500255,SUPP80880,PROD200273,391,1633.68,2024-05-14 07:50:37
PO500256,SUPP80334,PROD204119,35,2479.44,2025-08-24 04:08:35
PO500257,SUPP80990,PROD203863,239,2910.74,2025-08-15 11:56:10
PO500258,SUPP80366,PROD203086,301,3163.03,2024-04-10 04:46:54
PO500259,SUPP80101,PROD202535,74,1326.64,2024-05-08 06:33:30
PO500260,SUPP80161,PROD204508,192,135.81,2025-07-28 03:47:09
PO500261,SUPP80163,PROD200849,152,3862.32,2023-11-12 19:39:43
PO500262,SUPP80030,PROD200480,296,1970.57,2024-01-30 17:46:33
PO500263,SUPP80823,PROD204775,201,1179.53,2025-09-13 00:46:42
PO500264,SUPP80685,PROD204671,71,4545.27,2024-07-13 10:54:40
PO500265,SUPP80894,PROD202806,338,2670.28,2025-08-05 10:17:05
PO500266,SUPP80806,PROD201814,375,2788.63,2025-09-09 21:40:25
PO500267,SUPP80489,PROD202436,74,3213.32,2024-08-06 07:57:34
PO500268,SUPP80157,PROD204798,98,3477.82,2024-05-11 02:29:12
PO500269,SUPP80529,PROD204078,498,447.93,2024-02-03 12:31:37
PO500270,SUPP80021,PROD203046,150,4979.57,2025-11-01 22:28:53
PO500271,SUPP80642,PROD204985,245,560.18,2023-03-10 00:51:23
PO500272,SUPP80442,PROD200733,435,4903.95,2025-05-14 08:56:13
PO500273,SUPP80170,PROD201122,391,3840.6,2025-01-04 00:53:30
PO500274,SUPP80490,PROD203300,301,3437.99,2024-08-24 02:38:57
PO500275,SUPP80011,PROD203184,288,460.09,2024-10-20 05:45:03
PO500276,SUPP80380,PROD201500,405,3520.33,2025-02-23 19:02:21
PO500277,SUPP80188,PROD202406,131,2160.5,2025-07-02 12:56:51
PO500278,SUPP80717,PROD203949,146,956.27,2025-02-23 20:42:39
PO500279,SUPP80506,PROD201878,485,4091.87,2023-01-06 21:32:24
PO500280,SUPP80875,PROD200329,388,4720.87,2023-10-02 07:07:58
PO500281,SUPP80367,PROD200527,500,2085.96,2024-12-21 13:20:21
PO500282,SUPP80641,PROD201362,499,4663.14,2025-07-13 14:43:02
PO500283,SUPP80314,PROD200419,438,4924.83,2023-03-02 02:02:21
PO500284,SUPP80039,PROD202334,470,4844.46,2023-09-20 18:19:52
PO500285,SUPP80009,PROD201998,206,2424.16,2025-02-03 14:40:48
PO500286,SUPP80415,PROD200736,198,577.64,2024-06-01 16:49:33
PO500287,SUPP80506,PROD204662,161,2591.06,2025-03-29 04:46:31
PO500288,SUPP80188,PROD202124,58,3230.3,2025-09-23 00:58:21
PO500289,SUPP80375,PROD203998,101,433.38,2024-10-30 04:22:54
PO500290,SUPP80128,PROD204274,344,4152.37,2023-10-22 09:53:28
PO500291,SUPP80742,PROD203821,107,1524.19,2025-10-27 01:59:09
PO500292,SUPP80155,PROD202834,232,1340.95,2023-04-26 01:19:27
PO500293,SUPP80555,PROD203570,58,3211.83,2024-12-28 04:36:55
PO500294,SUPP80992,PROD202937,372,584.88,2023-06-27 14:20:32
PO500295,SUPP80602,PROD204663,10,208.5,2024-09-23 08:39:58
PO500296,SUPP80142,PROD202547,118,2133.25,2024-11-08 17:09:22
PO500297,SUPP80084,PROD200712,276,506.28,2024-02-25 20:48:56
PO500298,SUPP80398,PROD200609,219,1087.79,2025-11-17 17:19:10
PO500299,SUPP80240,PROD204653,208,3782.84,2024-06-17 17:29:35
PO500300,SUPP80969,PROD200691,127,3254.21,2025-05-31 12:15:36
PO500301,SUPP80917,PROD200586,320,860.36,2024-03-21 06:30:54
PO500302,SUPP80606,PROD204380,365,1362.12,2025-06-25 13:40:52
PO500303,SUPP80584,PROD200382,294,197.96,2024-03-09 22:59:07
PO500304,SUPP80598,PROD201189,430,4049.37,2023-12-10 16:35:07
PO500305,SUPP80890,PROD201329,2,537.59,2025-04-14 07:00:55
PO500306,SUPP80058,PROD202466,407,124.79,2023-05-30 13:09:53
PO500307,SUPP80234,PROD204405,395,196.31,2025-01-10 06:05:22
PO500308,SUPP80707,PROD201377,193,2055.12,2023-01-10 18:16:57
PO500309,SUPP80529,PROD204899,413,2063.25,2025-04-15 02:35:05
PO500310,SUPP80428,PROD200164,439,1791.11,2023-04-17 06:17:30
PO500311,SUPP80244,PROD204895,183,4480.5,2025-03-10 13:24:38
PO500312,SUPP80118,PROD200018,285,3140.04,2025-05-16 04:05:22
PO500313,SUPP80776,PROD201339,84,3984.75,2025-12-12 07:02:19
PO500314,SUPP80247,PROD202996,224,4052.96,2024-05-28 01:58:18
PO500315,SUPP80529,PROD201627,295,3569.66,2023-05-27 08:02:06
PO500316,SUPP80401,PROD203070,256,4338.7,2024-03-24 21:44:00
PO500317,SUPP80002,PROD203542,7,4793.97,2025-07-17 16:55:35
PO500318,SUPP80324,PROD202512,280,3612.01,2024-10-26 04:23:39
PO500319,SUPP80162,PROD201081,186,4232.68,2023-12-21 04:55:48
PO500320,SUPP80124,PROD204795,447,357.2,2023-12-15 02:20:49
PO500321,SUPP80497,PROD204318,117,3965.72,2023-05-18 22:55:07
PO500322,SUPP80843,PROD204485,372,2901.02,2025-05-27 04:26:43
PO500323,SUPP80779,PROD200339,249,941.7,2023-04-26 04:24:24
PO500324,SUPP80947,PROD204323,17,521.19,2025-11-05 15:33:11
PO500325,SUPP80211,PROD200007,125,867.38,2023-11-04 02:38:49
PO500326,SUPP80033,PROD204220,317,1556.21,2024-03-25 07:51:06
PO500327,SUPP80908,PROD203186,496,3276.44,2024-03-26 04:47:34
PO500328,SUPP80774,PROD200133,395,4060.25,2023-10-21 20:11:42
PO500329,SUPP80471,PROD204339,436,3775.86,2025-05-01 14:57:46
PO500330,SUPP80990,PROD201014,486,2018.87,2025-08-15 02:04:44
PO500331,SUPP80855,PROD201920,27,941.62,2025-10-24 02:16:07
PO500332,SUPP80791,PROD202481,46,1362.31,2025-11-06 02:52:18
PO500333,SUPP80594,PROD200571,249,4788.51,2025-02-11 09:51:40
PO500334,SUPP80091,PROD204140,182,3351.4,2024-08-27 01:09:50
PO500335,SUPP80317,PROD203907,169,1951.28,2025-03-24 07:11:13
PO500336,SUPP80413,PROD201989,354,4584.04,2025-01-05 05:50:48
PO500337,SUPP80344,PROD204421,175,2677.15,2025-01-25 06:39:13
PO500338,SUPP80804,PROD201925,241,4719.04,2023-03-01 03:15:37
PO500339,SUPP80885,PROD202375,436,3466.9,2024-01-27 10:49:48
PO500340,SUPP80500,PROD202042,319,3110.29,2024-05-23 06:54:42
PO500341,SUPP80037,PROD204429,405,4123.97,2024-10-28 02:32:58
PO500342,SUPP80288,PROD200245,282,3552.36,2023-07-11 17:12:14
PO500343,SUPP80436,PROD200993,352,1786.03,2025-06-08 20:56:30
PO500344,SUPP80719,PROD200706,422,3300.44,2023-12-12 06:39:58
PO500345,SUPP80130,PROD203985,47,1308.28,2024-11-12 19:12:47
PO500346,SUPP80629,PROD203726,296,4692.6,2023-05-26 08:10:14
PO500347,SUPP80433,PROD204547,222,2753.04,2023-04-03 14:32:58
PO500348,SUPP80849,PROD203032,311,549.96,2025-06-24 08:11:04
PO500349,SUPP80196,PROD202463,253,142.0,2024-03-27 17:20:00
PO500350,SUPP80702,PROD203034,10,2553.43,2025-07-11 22:53:25
PO500351,SUPP80508,PROD202283,203,2838.96,2023-02-10 07:28:01
PO500352,SUPP80996,PROD201463,466,945.89,2023-11-20 15:45:54
PO500353,SUPP80393,PROD204571,143,4270.64,2025-02-24 09:52:22
PO500354,SUPP80834,PROD202695,74,4651.58,2023-11-23 14:08:54
PO500355,SUPP80844,PROD201305,153,691.72,2025-12-21 04:39:44
PO500356,SUPP80210,PROD201772,164,1772.13,2025-04-04 20:12:05
PO500357,SUPP80997,PROD204110,246,4444.14,2025-03-19 21:15:26
PO500358,SUPP80291,PROD200629,383,3026.95,2023-07-24 14:06:11
PO500359,SUPP80143,PROD202671,291,2668.1,2025-05-05 15:03:36
PO500360,SUPP80180,PROD203571,57,1750.29,2024-10-24 21:34:15
PO500361,SUPP80188,PROD201839,274,2743.81,2023-02-03 20:37:04
PO500362,SUPP80119,PROD200976,412,4971.78,2023-07-11 18:37:39
PO500363,SUPP80922,PROD203743,158,4810.07,2023-06-06 02:27:55
PO500364,SUPP80088,PROD204336,60,762.36,2023-04-24 14:24:29
PO500365,SUPP80286,PROD202750,164,2268.84,2024-10-06 18:46:03
PO500366,SUPP80781,PROD200184,329,2493.09,2023-08-08 19:16:44
PO500367,SUPP80754,PROD202966,463,378.25,2025-02-13 02:43:55
PO500368,SUPP80288,PROD202035,71,4092.55,2023-04-23 17:39:06
PO500369,SUPP80633,PROD203215,362,1278.2,2025-05-19 06:10:27
