product_id,sku,product_name,brand,category,sub_category,unit_price,uom,pack_size,created_at
PROD200042,SKU300042,Paint_42,AsianPaints,Primer,Wood,286.6,Liter,4L,2023-09-15 03:56:21
PROD200043,SKU300043,Paint_43,Dulux,Texture,Floor,1417.93,Liter,20L,2025-07-20 15:16:06
PROD200044,SKU300044,Paint_44,Dulux,Texture,Interior,398.83,Liter,1L,2023-06-02 21:33:43
PROD200045,SKU300045,Paint_45,Nerolac,Primer,Wood,794.39,Liter,1L,2024-04-21 09:12:06
PROD200046,SKU300046,Paint_46,Shalimar,Texture,Floor,1587.78,Liter,1L,2024-10-24 04:45:55
PROD200047,SKU300047,Paint_47,AsianPaints,Texture,Metal,1049.55,Liter,10L,2024-01-31 14:31:06
PROD200048,SKU300048,Paint_48,Shalimar,Industrial,Interior,1035.46,Liter,4L,2024-12-06 11:27:06
PROD200049,SKU300049,Paint_49,Shalimar,Enamel,Interior,251.58,Liter,1L,2023-04-04 08:46:13
PROD200050,SKU300050,Paint_50,Nerolac,Texture,Interior,1134.0,Liter,10L,2023-12-16 17:34:21
PROD200051,SKU300051,Paint_51,Shalimar,Emulsion,Floor,1980.92,Liter,10L,2024-08-28 00:02:28
PROD200052,SKU300052,Paint_52,Shalimar,Texture,Metal,818.15,Liter,10L,2024-11-28 02:18:55
PROD200053,SKU300053,Paint_53,Nerolac,Industrial,Metal,1853.9,Liter,1L,2025-03-24 23:43:30
PROD200054,SKU300054,Paint_54,Dulux,Primer,Wood,1745.48,Liter,1L,2025-09-21 12:50:39
PROD200055,SKU300055,Paint_55,Dulux,Primer,Metal,116.34,Liter,4L,2023-08-28 10:56:33
PROD200056,SKU300056,Paint_56,Nerolac,Primer,Floor,929.18,Liter,20L,2025-02-08 18:26:59
PROD200057,SKU300057,Paint_57,Berger,Enamel,Interior,1658.5,Liter,20L,2024-10-25 13:02:23
PROD200058,SKU300058,Paint_58,Berger,Industrial,Interior,375.76,Liter,10L,2023-07-12 20:44:45
PROD200059,SKU300059,Paint_59,AsianPaints,Enamel,Wood,2268.73,Liter,1L,2023-09-21 12:57:11
PROD200060,SKU300060,Paint_60,AsianPaints,Emulsion,Wood,221.02,Liter,4L,2024-01-21 00:11:19
PROD200061,SKU300061,Paint_61,Dulux,Texture,Metal,1694.11,Liter,10L,2024-12-29 15:03:30
PROD200062,SKU300062,Paint_62,Nerolac,Texture,Metal,2419.4,Liter,20L,2023-02-02 00:19:19
PROD200063,SKU300063,Paint_63,Berger,Emulsion,Exterior,1967.11,Liter,1L,2024-08-06 06:29:47
PROD200064,SKU300064,Paint_64,Dulux,Enamel,Interior,2040.64,Liter,20L,2025-11-29 03:35:15
PROD200065,SKU300065,Paint_65,Dulux,Emulsion,Exterior,1989.13,Liter,1L,2024-04-06 10:10:58
PROD200066,SKU300066,Paint_66,Nerolac,Enamel,Wood,2123.68,Liter,1L,2024-08-15 07:42:12
PROD200067,SKU300067,Paint_67,Dulux,Emulsion,Metal,511.25,Liter,10L,2024-06-11 17:27:39
PROD200068,SKU300068,Paint_68,AsianPaints,Primer,Wood,1272.8,Liter,20L,2025-04-02 18:06:48
PROD200069,SKU300069,Paint_69,AsianPaints,Primer,Floor,532.05,Liter,4L,2024-11-25 05:50:46
PROD200070,SKU300070,Paint_70,Dulux,Industrial,Floor,580.94,Liter,10L,2025-09-18 18:34:13
PROD200071,SKU300071,Paint_71,AsianPaints,Enamel,Exterior,566.59,Liter,4L,2024-02-20 06:57:57
PROD200072,SKU300072,Paint_72,Shalimar,Industrial,Interior,2006.69,Liter,1L,2023-06-03 05:51:27
PROD200073,SKU300073,Paint_73,Shalimar,Emulsion,Floor,2344.91,Liter,20L,2025-10-06 08:19:53
PROD200074,SKU300074,Paint_74,Dulux,Emulsion,Wood,1214.77,Liter,4L,2023-10-11 13:18:16
PROD200075,SKU300075,Paint_75,AsianPaints,Emulsion,Metal,1882.3,Liter,4L,2025-09-16 11:18:25
PROD200076,SKU300076,Paint_76,AsianPaints,Industrial,Floor,997.62,Liter,4L,2024-03-12 06:17:16
PROD200077,SKU300077,Paint_77,Berger,Emulsion,Exterior,2002.08,Liter,10L,2024-07-07 06:22:12
PROD200078,SKU300078,Paint_78,Nerolac,Primer,Interior,356.69,Liter,10L,2023-11-14 13:33:24
PROD200079,SKU300079,Paint_79,Berger,Texture,Exterior,2456.6,Liter,1L,2023-02-16 05:51:03
PROD200080,SKU300080,Paint_80,AsianPaints,Enamel,Floor,108.3,Liter,20L,2024-11-15 20:06:29
PROD200081,SKU300081,Paint_81,AsianPaints,Texture,Metal,886.83,Liter,10L,2023-02-25 18:49:00
PROD200082,SKU300082,Paint_82,Nerolac,Primer,Metal,1933.77,Liter,4L,2023-01-20 03:15:09
PROD200083,SKU300083,Paint_83,AsianPaints,Texture,Floor,1542.29,Liter,10L,2025-01-06 05:34:54
PROD200084,SKU300084,Paint_84,Nerolac,Enamel,Floor,205.56,Liter,4L,2025-08-03 01:04:59
PROD200085,SKU300085,Paint_85,Shalimar,Industrial,Interior,1829.87,Liter,4L,2025-09-11 22:54:12
PROD200086,SKU300086,Paint_86,Berger,Enamel,Floor,2160.98,Liter,4L,2023-04-21 16:58:53
PROD200087,SKU300087,Paint_87,AsianPaints,Enamel,Metal,758.0,Liter,1L,2023-05-05 09:00:06
PROD200088,SKU300088,Paint_88,Berger,Texture,Metal,434.96,Liter,4L,2024-11-18 05:04:43
PROD200089,SKU300089,Paint_89,Shalimar,Enamel,Interior,2405.98,Liter,1L,2025-11-18 17:12:22
PROD200090,SKU300090,Paint_90,Nerolac,Primer,Wood,175.33,Liter,20L,2023-05-30 07:43:31
PROD200091,SKU300091,Paint_91,AsianPaints,Emulsion,Floor,884.47,Liter,10L,2023-02-01 19:44:59
PROD200092,SKU300092,Paint_92,Berger,Emulsion,Metal,1122.21,Liter,4L,2023-02-20 21:19:00
PROD200093,SKU300093,Paint_93,Shalimar,Industrial,Interior,1211.01,Liter,20L,2025-04-27 07:10:53
PROD200094,SKU300094,Paint_94,Berger,Industrial,Interior,2061.13,Liter,10L,2023-08-09 11:18:46
PROD200095,SKU300095,Paint_95,Nerolac,Industrial,Wood,1085.54,Liter,1L,2025-04-02 17:24:45
PROD200096,SKU300096,Paint_96,Shalimar,Texture,Wood,1146.24,Liter,20L,2023-10-14 05:19:02
PROD200097,SKU300097,Paint_97,Nerolac,Enamel,Wood,365.2,Liter,10L,2025-08-22 19:32:29
PROD200098,SKU300098,Paint_98,Shalimar,Industrial,Exterior,2378.36,Liter,10L,2024-03-29 23:59:09
PROD200099,SKU300099,Paint_99,Shalimar,Primer,Floor,988.67,Liter,4L,2025-05-23 00:01:21
PROD200100,SKU300100,Paint_100,Shalimar,Enamel,Interior,1131.46,Liter,20L,2023-07-29 12:39:33
PROD200101,SKU300101,Paint_101,AsianPaints,Enamel,Wood,174.43,Liter,20L,2025-07-04 03:34:38
PROD200102,SKU300102,Paint_102,Nerolac,Texture,Exterior,1119.76,Liter,4L,2025-09-20 08:38:20
PROD200103,SKU300103,Paint_103,Dulux,Primer,Floor,1468.48,Liter,4L,2023-07-27 13:16:24
PROD200104,SKU300104,Paint_104,Nerolac,Texture,Metal,1423.68,Liter,20L,2025-02-06 06:32:46
PROD200105,SKU300105,Paint_105,Dulux,Emulsion,Exterior,1076.03,Liter,20L,2023-12-19 00:46:54
PROD200106,SKU300106,Paint_106,Dulux,Industrial,Metal,908.95,Liter,1L,2025-09-05 15:15:54
PROD200107,SKU300107,Paint_107,AsianPaints,Primer,Metal,1930.64,Liter,20L,2024-04-09 13:07:02
PROD200108,SKU300108,Paint_108,AsianPaints,Industrial,Interior,434.54,Liter,4L,2023-01-27 10:12:15
PROD200109,SKU300109,Paint_109,Nerolac,Enamel,Interior,295.21,Liter,4L,2023-02-21 02:17:53
PROD200110,SKU300110,Paint_110,Berger,Enamel,Interior,2000.49,Liter,10L,2024-07-19 14:58:27
PROD200111,SKU300111,Paint_111,Berger,Emulsion,Interior,1236.15,Liter,4L,2023-08-03 15:38:23
PROD200112,SKU300112,Paint_112,Nerolac,Texture,Metal,1664.45,Liter,10L,2023-04-29 19:05:44
PROD200113,SKU300113,Paint_113,Shalimar,Texture,Wood,464.81,Liter,10L,2025-05-05 03:41:57
PROD200114,SKU300114,Paint_114,Shalimar,Emulsion,Metal,773.59,Liter,1L,2024-09-02 11:26:25
PROD200115,SKU300115,Paint_115,Shalimar,Primer,Floor,122.31,Liter,20L,2025-12-12 11:01:06
PROD200116,SKU300116,Paint_116,Shalimar,Industrial,Wood,667.31,Liter,10L,2025-09-19 00:49:11
PROD200117,SKU300117,Paint_117,Shalimar,Primer,Floor,2150.85,Liter,10L,2025-03-13 06:27:57
PROD200118,SKU300118,Paint_118,AsianPaints,Enamel,Exterior,2078.43,Liter,20L,2023-04-18 00:06:06
PROD200119,SKU300119,Paint_119,Berger,Primer,Metal,401.75,Liter,20L,2025-01-07 03:18:55
PROD200120,SKU300120,Paint_120,AsianPaints,Emulsion,Floor,1717.18,Liter,20L,2025-10-03 16:17:27
PROD200121,SKU300121,Paint_121,Shalimar,Primer,Floor,2014.47,Liter,10L,2024-07-28 00:03:27
PROD200122,SKU300122,Paint_122,AsianPaints,Industrial,Interior,135.22,Liter,20L,2024-09-07 07:52:23
PROD200123,SKU300123,Paint_123,Berger,Enamel,Floor,1998.02,Liter,20L,2024-03-04 16:52:28
PROD200124,SKU300124,Paint_124,Berger,Enamel,Exterior,2189.09,Liter,1L,2025-05-31 23:43:31
PROD200125,SKU300125,Paint_125,Dulux,Enamel,Wood,1404.45,Liter,20L,2025-06-11 18:02:09
PROD200126,SKU300126,Paint_126,AsianPaints,Emulsion,Exterior,1582.34,Liter,1L,2024-10-22 14:50:37
PROD200127,SKU300127,Paint_127,Berger,Enamel,Floor,1528.87,Liter,1L,2024-07-18 00:04:41
PROD200128,SKU300128,Paint_128,AsianPaints,Emulsion,Wood,2484.24,Liter,10L,2025-01-07 11:02:06
PROD200129,SKU300129,Paint_129,Nerolac,Emulsion,Floor,538.51,Liter,1L,2024-05-02 09:51:22
PROD200130,SKU300130,Paint_130,AsianPaints,Primer,Metal,303.8,Liter,1L,2025-07-11 18:22:59
PROD200131,SKU300131,Paint_131,Shalimar,Texture,Floor,1196.89,Liter,10L,2025-05-17 13:51:12
PROD200132,SKU300132,Paint_132,AsianPaints,Texture,Exterior,903.11,Liter,20L,2023-10-06 06:23:20
PROD200133,SKU300133,Paint_133,AsianPaints,Enamel,Metal,368.42,Liter,1L,2023-10-10 05:42:39
PROD200134,SKU300134,Paint_134,Dulux,Emulsion,Exterior,391.44,Liter,10L,2024-04-11 17:57:26
PROD200135,SKU300135,Paint_135,AsianPaints,Primer,Interior,235.96,Liter,1L,2025-11-14 06:18:05
PROD200136,SKU300136,Paint_136,Berger,Emulsion,Floor,1913.87,Liter,1L,2024-07-20 16:18:48
PROD200137,SKU300137,Paint_137,AsianPaints,Texture,Interior,2027.61,Liter,20L,2025-11-15 07:14:31
PROD200138,SKU300138,Paint_138,Berger,Texture,Exterior,1822.66,Liter,4L,2025-04-26 06:15:16
PROD200139,SKU300139,Paint_139,Shalimar,Enamel,Exterior,414.46,Liter,4L,2025-01-28 21:52:36
PROD200140,SKU300140,Paint_140,Nerolac,Texture,Interior,512.75,Liter,1L,2024-12-17 17:12:32
PROD200141,SKU300141,Paint_141,Berger,Texture,Exterior,274.63,Liter,20L,2023-04-11 08:03:50
PROD200142,SKU300142,Paint_142,Dulux,Primer,Metal,1052.43,Liter,4L,2024-11-13 08:28:55
PROD200143,SKU300143,Paint_143,Shalimar,Texture,Metal,965.49,Liter,20L,2024-09-13 03:11:28
PROD200144,SKU300144,Paint_144,AsianPaints,Texture,Metal,665.75,Liter,20L,2023-11-07 10:20:15
PROD200145,SKU300145,Paint_145,AsianPaints,Primer,Wood,2280.02,Liter,4L,2024-03-08 15:20:06
PROD200146,SKU300146,Paint_146,Berger,Emulsion,Floor,1537.85,Liter,10L,2025-08-26 12:49:48
PROD200147,SKU300147,Paint_147,Shalimar,Emulsion,Interior,2390.74,Liter,10L,2024-10-07 20:29:45
PROD200148,SKU300148,Paint_148,Shalimar,Industrial,Metal,2307.47,Liter,10L,2024-07-29 12:15:01
PROD200149,SKU300149,Paint_149,Nerolac,Enamel,Wood,2342.54,Liter,4L,2024-05-17 14:01:24
PROD200150,SKU300150,Paint_150,Shalimar,Enamel,Interior,1204.28,Liter,20L,2025-01-26 17:18:29
PROD200151,SKU300151,Paint_151,Shalimar,Industrial,Floor,1598.34,Liter,20L,2025-02-28 03:25:59
PROD200152,SKU300152,Paint_152,Nerolac,Enamel,Metal,888.97,Liter,10L,2025-11-15 10:35:49
PROD200153,SKU300153,Paint_153,Dulux,Texture,Exterior,573.08,Liter,10L,2025-07-18 22:28:47
PROD200154,SKU300154,Paint_154,Dulux,Enamel,Exterior,1204.44,Liter,20L,2024-08-24 22:52:12
PROD200155,SKU300155,Paint_155,Berger,Industrial,Metal,116.71,Liter,20L,2023-02-16 20:24:58
PROD200156,SKU300156,Paint_156,Shalimar,Emulsion,Interior,1490.49,Liter,4L,2024-04-15 17:27:57
PROD200157,SKU300157,Paint_157,AsianPaints,Primer,Exterior,1503.88,Liter,20L,2024-04-25 20:00:59
PROD200158,SKU300158,Paint_158,AsianPaints,Emulsion,Exterior,380.62,Liter,10L,2023-06-24 11:17:56
PROD200159,SKU300159,Paint_159,Shalimar,Enamel,Interior,1878.27,Liter,20L,2024-02-15 21:59:31
PROD200160,SKU300160,Paint_160,AsianPaints,Emulsion,Interior,223.28,Liter,1L,2025-07-02 15:13:27
PROD200161,SKU300161,Paint_161,Shalimar,Texture,Floor,1013.34,Liter,20L,2023-09-03 21:46:11
PROD200162,SKU300162,Paint_162,Shalimar,Emulsion,Floor,2475.18,Liter,10L,2024-12-02 00:27:51
PROD200163,SKU300163,Paint_163,Shalimar,Emulsion,Interior,338.52,Liter,1L,2024-01-04 22:10:47
PROD200164,SKU300164,Paint_164,Nerolac,Enamel,Interior,728.92,Liter,10L,2025-01-15 18:17:03
PROD200165,SKU300165,Paint_165,Dulux,Industrial,Metal,2055.55,Liter,4L,2025-07-21 19:07:02
PROD200166,SKU300166,Paint_166,Dulux,Emulsion,Metal,800.35,Liter,1L,2025-08-25 14:52:15
PROD200167,SKU300167,Paint_167,Dulux,Primer,Exterior,1787.35,Liter,4L,2024-01-16 06:13:12
PROD200168,SKU300168,Paint_168,Nerolac,Emulsion,Exterior,1465.68,Liter,4L,2025-09-02 18:13:54
PROD200169,SKU300169,Paint_169,Shalimar,Enamel,Interior,548.12,Liter,4L,2025-06-17 20:19:03
PROD200170,SKU300170,Paint_170,AsianPaints,Industrial,Interior,813.23,Liter,20L,2024-12-21 12:09:13
PROD200171,SKU300171,Paint_171,AsianPaints,Enamel,Interior,199.4,Liter,1L,2023-01-21 01:34:47
PROD200172,SKU300172,Paint_172,Shalimar,Texture,Exterior,313.27,Liter,10L,2025-04-18 22:13:33
PROD200173,SKU300173,Paint_173,Berger,Primer,Floor,1144.09,Liter,1L,2025-10-11 00:02:39
PROD200174,SKU300174,Paint_174,Shalimar,Primer,Metal,677.67,Liter,4L,2025-09-14 19:32:36
PROD200175,SKU300175,Paint_175,Shalimar,Texture,Wood,357.0,Liter,1L,2024-02-03 21:02:31
PROD200176,SKU300176,Paint_176,Shalimar,Texture,Floor,1910.77,Liter,4L,2025-08-09 16:44:40
PROD200177,SKU300177,Paint_177,Berger,Texture,Wood,2488.55,Liter,4L,2025-04-20 18:35:42
PROD200178,SKU300178,Paint_178,AsianPaints,Emulsion,Interior,2343.2,Liter,10L,2025-08-26 06:44:36
PROD200179,SKU300179,Paint_179,Berger,Texture,Interior,565.13,Liter,10L,2025-01-30 03:37:21
PROD200180,SKU300180,Paint_180,Berger,Primer,Floor,2257.44,Liter,10L,2025-12-16 22:16:18
PROD200181,SKU300181,Paint_181,Shalimar,Enamel,Floor,499.3,Liter,10L,2024-12-05 12:32:42
PROD200182,SKU300182,Paint_182,Shalimar,Enamel,Wood,122.22,Liter,20L,2025-06-29 09:07:39
PROD200183,SKU300183,Paint_183,AsianPaints,Industrial,Exterior,585.47,Liter,20L,2023-06-07 15:27:13
PROD200184,SKU300184,Paint_184,Nerolac,Industrial,Interior,2385.12,Liter,20L,2023-10-08 12:17:20
PROD200185,SKU300185,Paint_185,Dulux,Texture,Metal,268.54,Liter,4L,2025-11-07 20:16:36
PROD200186,SKU300186,Paint_186,Nerolac,Texture,Exterior,1006.9,Liter,20L,2024-07-07 13:44:35
PROD200187,SKU300187,Paint_187,Dulux,Industrial,Interior,1026.81,Liter,20L,2024-03-13 16:06:43
PROD200188,SKU300188,Paint_188,Nerolac,Industrial,Interior,450.94,Liter,4L,2024-03-06 05:58:54
PROD200189,SKU300189,Paint_189,Berger,Enamel,Interior,176.87,Liter,4L,2023-10-23 20:57:58
PROD200190,SKU300190,Paint_190,Dulux,Emulsion,Exterior,2256.22,Liter,20L,2025-06-08 02:41:15
PROD200191,SKU300191,Paint_191,Berger,Industrial,Interior,976.6,Liter,4L,2024-08-29 12:47:42
PROD200192,SKU300192,Paint_192,Nerolac,Enamel,Interior,1755.6,Liter,20L,2024-06-18 23:59:50
PROD200193,SKU300193,Paint_193,AsianPaints,Primer,Exterior,1463.34,Liter,10L,2023-11-15 06:13:08
PROD200194,SKU300194,Paint_194,Nerolac,Texture,Floor,1671.46,Liter,1L,2023-03-01 16:13:23
PROD200195,SKU300195,Paint_195,Dulux,Primer,Floor,1012.73,Liter,10L,2025-02-26 03:37:39
PROD200196,SKU300196,Paint_196,Nerolac,Enamel,Wood,1443.43,Liter,1L,2024-04-22 02:56:06
PROD200197,SKU300197,Paint_197,Shalimar,Emulsion,Floor,2010.61,Liter,4L,2024-04-02 04:00:40
PROD200198,SKU300198,Paint_198,AsianPaints,Texture,Metal,953.05,Liter,1L,2023-03-10 04:32:33
PROD200199,SKU300199,Paint_199,Dulux,Texture,Exterior,499.63,Liter,20L,2023-05-14 08:44:06
PROD200200,SKU300200,Paint_200,AsianPaints,Emulsion,Interior,497.28,Liter,1L,2025-10-04 06:45:19
PROD200201,SKU300201,Paint_201,Dulux,Primer,Exterior,1789.52,Liter,1L,2023-03-28 09:03:54
PROD200202,SKU300202,Paint_202,Nerolac,Texture,Floor,1791.98,Liter,1L,2024-11-19 08:05:26
PROD200203,SKU300203,Paint_203,Berger,Texture,Wood,987.45,Liter,10L,2023-07-03 16:27:23
PROD200204,SKU300204,Paint_204,Berger,Enamel,Wood,269.71,Liter,4L,2025-03-13 13:18:00
PROD200205,SKU300205,Paint_205,Nerolac,Emulsion,Metal,999.05,Liter,4L,2023-08-11 03:15:19
PROD200206,SKU300206,Paint_206,Dulux,Industrial,Exterior,1695.96,Liter,1L,2024-08-27 06:48:38
PROD200207,SKU300207,Paint_207,Shalimar,Primer,Exterior,695.92,Liter,10L,2025-07-26 00:34:40
PROD200208,SKU300208,Paint_208,AsianPaints,Industrial,Exterior,1673.93,Liter,1L,2025-06-21 00:28:03
PROD200209,SKU300209,Paint_209,Berger,Enamel,Exterior,2134.96,Liter,1L,2023-02-13 03:21:57
PROD200210,SKU300210,Paint_210,Dulux,Enamel,Interior,418.79,Liter,20L,2025-05-03 12:54:03
PROD200211,SKU300211,Paint_211,Nerolac,Primer,Exterior,1248.17,Liter,4L,2023-02-03 19:30:59
PROD200212,SKU300212,Paint_212,Shalimar,Primer,Wood,920.74,Liter,10L,2025-12-19 09:48:54
PROD200213,SKU300213,Paint_213,Dulux,Enamel,Floor,1461.38,Liter,1L,2024-03-28 02:05:20
PROD200214,SKU300214,Paint_214,AsianPaints,Enamel,Interior,1714.75,Liter,4L,2023-02-13 12:22:45
PROD200215,SKU300215,Paint_215,Dulux,Texture,Floor,984.43,Liter,20L,2024-05-31 02:32:38
PROD200216,SKU300216,Paint_216,AsianPaints,Enamel,Interior,1039.87,Liter,1L,2023-10-30 16:13:18
PROD200217,SKU300217,Paint_217,Nerolac,Emulsion,Floor,494.1,Liter,20L,2023-06-17 21:18:32
PROD200218,SKU300218,Paint_218,AsianPaints,Enamel,Floor,1189.34,Liter,10L,2024-06-10 06:58:02
PROD200219,SKU300219,Paint_219,Berger,Enamel,Interior,2259.67,Liter,10L,2024-01-03 12:27:49
PROD200220,SKU300220,Paint_220,Berger,Emulsion,Wood,1462.01,Liter,10L,2025-08-10 19:09:36
PROD200221,SKU300221,Paint_221,Dulux,Industrial,Metal,2004.38,Liter,20L,2024-03-15 09:18:11
PROD200222,SKU300222,Paint_222,AsianPaints,Industrial,Interior,612.19,Liter,20L,2023-04-20 08:43:39
PROD200223,SKU300223,Paint_223,Nerolac,Primer,Wood,233.54,Liter,4L,2024-05-01 16:51:19
PROD200224,SKU300224,Paint_224,Nerolac,Emulsion,Floor,2340.09,Liter,10L,2024-06-25 13:28:11
PROD200225,SKU300225,Paint_225,Berger,Enamel,Floor,326.6,Liter,10L,2025-04-20 02:57:39
PROD200226,SKU300226,Paint_226,Dulux,Emulsion,Floor,915.76,Liter,20L,2023-11-21 19:24:18
PROD200227,SKU300227,Paint_227,Dulux,Enamel,Metal,754.9,Liter,4L,2024-05-15 23:57:51
PROD200228,SKU300228,Paint_228,Shalimar,Primer,Exterior,1483.28,Liter,4L,2024-06-14 07:19:35
PROD200229,SKU300229,Paint_229,Berger,Enamel,Floor,1484.91,Liter,4L,2025-11-23 09:12:27
PROD200230,SKU300230,Paint_230,Nerolac,Primer,Metal,2127.02,Liter,20L,2024-02-13 18:50:43
PROD200231,SKU300231,Paint_231,Dulux,Texture,Wood,2386.45,Liter,20L,2025-05-11 17:56:43
PROD200232,SKU300232,Paint_232,AsianPaints,Industrial,Wood,584.64,Liter,10L,2025-01-13 14:34:58
PROD200233,SKU300233,Paint_233,Dulux,Emulsion,Interior,845.37,Liter,10L,2023-12-10 11:54:59
PROD200234,SKU300234,Paint_234,Shalimar,Enamel,Exterior,992.94,Liter,20L,2025-03-25 19:24:12
PROD200235,SKU300235,Paint_235,Shalimar,Texture,Wood,808.31,Liter,10L,2024-10-20 13:50:57
PROD200236,SKU300236,Paint_236,Shalimar,Texture,Interior,1176.57,Liter,1L,2025-08-12 14:37:17
PROD200237,SKU300237,Paint_237,Nerolac,Primer,Exterior,1569.79,Liter,1L,2024-11-29 11:21:40
PROD200238,SKU300238,Paint_238,Berger,Texture,Floor,1113.08,Liter,10L,2023-11-15 08:24:17
PROD200239,SKU300239,Paint_239,AsianPaints,Emulsion,Metal,1635.73,Liter,1L,2023-06-18 04:43:53
PROD200240,SKU300240,Paint_240,Dulux,Texture,Floor,1076.7,Liter,10L,2025-07-26 00:26:43
PROD200241,SKU300241,Paint_241,Dulux,Primer,Metal,1872.85,Liter,10L,2025-07-27 17:09:08
PROD200242,SKU300242,Paint_242,AsianPaints,Emulsion,Wood,1287.69,Liter,10L,2024-11-20 20:42:49
