transaction_id,transaction_time,store_id,customer_id,product_id,brand_id,quantity,unit_price,discount,total_amount,payment_method,created_at
TXN0000128,2025-06-11T10:34:28.704764,STR047,CUST00053,SKU100175,BRD002,1,9362.26,0.05,9362.26,NetBanking,2025-11-11T06:27:21.756538
TXN0000129,2025-07-04T15:28:11.704764,STR027,CUST00829,SKU100076,BRD002,1,9410.01,0.15,9410.01,NetBanking,2025-11-11T06:27:21.756913
TXN0000130,2025-05-22T03:03:15.704764,STR038,CUST01451,SKU100189,BRD003,2,8179.93,0.0,16359.86,Credit,2025-11-11T06:27:21.757284
TXN0000131,2025-07-20T21:43:48.704764,STR047,CUST01461,SKU100049,BRD001,3,8427.3,0.0,25281.9,Card,2025-11-11T06:27:21.757652
TXN0000132,2025-08-27T02:02:09.704764,STR041,CUST01608,SKU100176,BRD004,5,3028.31,0.0,15141.55,NetBanking,2025-11-11T06:27:21.758016
TXN0000133,2025-07-23T21:10:24.704764,STR033,CUST00615,SKU100172,BRD005,3,666.47,0.1,1999.41,Card,2025-11-11T06:27:21.758388
TXN0000134,2025-11-01T11:13:03.704764,STR036,CUST00371,SKU100169,BRD002,3,1091.24,0.0,3273.72,UPI,2025-11-11T06:27:21.758780
TXN0000135,2025-08-14T16:27:13.704764,STR009,CUST01518,SKU100025,BRD002,3,6757.36,0.05,20272.08,UPI,2025-11-11T06:27:21.759163
TXN0000136,2025-10-19T05:36:40.704764,STR036,CUST01563,SKU100186,BRD001,4,10069.77,0.0,40279.08,Card,2025-11-11T06:27:21.759532
TXN0000137,2025-11-05T22:51:16.704764,STR022,CUST01341,SKU100175,BRD002,3,9855.01,0.0,29565.03,Cash,2025-11-11T06:27:21.759901
TXN0000138,2025-07-23T06:11:47.704764,STR015,CUST01525,SKU100057,BRD004,1,1515.67,0.15,1515.67,UPI,2025-11-11T06:27:21.760267
TXN0000139,2025-10-15T07:13:24.704764,STR022,CUST00762,SKU100108,BRD001,1,11455.49,0.0,11455.49,UPI,2025-11-11T06:27:21.760658
TXN0000140,2025-07-11T08:50:00.704764,STR030,CUST01744,SKU100150,BRD003,3,4540.37,0.0,13621.11,Cash,2025-11-11T06:27:21.761024
TXN0000141,2025-05-25T16:36:30.704764,STR041,CUST01196,SKU100121,BRD005,6,11597.49,0.05,69584.94,Credit,2025-11-11T06:27:21.761394
TXN0000142,2025-05-29T02:20:42.704764,STR031,CUST01822,SKU100159,BRD001,1,3551.17,0.1,3551.17,Card,2025-11-11T06:27:21.761758
TXN0000143,2025-06-07T12:50:18.704764,STR044,CUST00782,SKU100129,BRD003,2,600.81,0.0,1201.62,Credit,2025-11-11T06:27:21.762125
TXN0000144,2025-08-03T11:40:30.704764,STR004,CUST01784,SKU100077,BRD005,4,11099.25,0.05,44397.0,Card,2025-11-11T06:27:21.762495
TXN0000145,2025-06-23T03:54:20.704764,STR022,CUST00839,SKU100036,BRD004,3,10388.5,0.15,31165.5,Credit,2025-11-11T06:27:21.763046
TXN0000146,2025-06-12T01:55:43.704764,STR021,CUST01767,SKU100118,BRD002,4,3045.01,0.05,12180.04,Card,2025-11-11T06:27:21.763437
TXN0000147,2025-05-30T23:03:52.704764,STR032,CUST00682,SKU100200,BRD004,4,11808.2,0.0,47232.8,Card,2025-11-11T06:27:21.763805
TXN0000148,2025-09-15T11:26:07.704764,STR004,CUST00010,SKU100081,BRD002,5,12364.25,0.05,61821.25,NetBanking,2025-11-11T06:27:21.764171
TXN0000149,2025-06-24T22:14:54.704764,STR049,CUST01585,SKU100071,BRD003,3,11697.55,0.0,35092.65,Card,2025-11-11T06:27:21.764542
TXN0000150,2025-10-10T17:12:29.704764,STR011,CUST01003,SKU100148,BRD004,2,6620.52,0.15,13241.04,Cash,2025-11-11T06:27:21.764916
TXN0000151,2025-09-11T14:08:20.704764,STR028,CUST01298,SKU100034,BRD001,6,13545.9,0.05,81275.4,NetBanking,2025-11-11T06:27:21.765286
TXN0000152,2025-08-06T13:51:33.704764,STR031,CUST00786,SKU100104,BRD002,2,7874.28,0.0,15748.56,Cash,2025-11-11T06:27:21.765652
TXN0000153,2025-08-26T22:03:47.704764,STR013,CUST01497,SKU100010,BRD005,5,9690.34,0.1,48451.7,UPI,2025-11-11T06:27:21.766018
TXN0000154,2025-11-04T11:30:24.704764,STR021,CUST01551,SKU100004,BRD002,4,7803.47,0.15,31213.88,Credit,2025-11-11T06:27:21.766384
TXN0000155,2025-05-18T17:57:03.704764,STR044,CUST00009,SKU100049,BRD001,3,8005.93,0.05,24017.79,Card,2025-11-11T06:27:21.766765
TXN0000156,2025-09-26T22:30:55.704764,STR023,CUST00640,SKU100058,BRD001,3,2840.49,0.15,8521.47,Card,2025-11-11T06:27:21.767139
TXN0000157,2025-07-28T17:55:50.704764,STR033,CUST01206,SKU100027,BRD005,4,3395.27,0.0,13581.08,UPI,2025-11-11T06:27:21.767508
TXN0000158,2025-05-27T22:42:55.704764,STR003,CUST00611,SKU100043,BRD005,3,998.63,0.0,2995.89,UPI,2025-11-11T06:27:21.767855
TXN0000159,2025-10-03T14:23:54.704764,STR034,CUST01222,SKU100117,BRD002,2,10937.92,0.1,21875.84,Credit,2025-11-11T06:27:21.768188
TXN0000160,2025-08-07T11:28:56.704764,STR044,CUST00275,SKU100087,BRD001,2,9971.36,0.1,19942.72,UPI,2025-11-11T06:27:21.768524
TXN0000161,2025-07-24T00:41:10.704764,STR049,CUST00386,SKU100126,BRD005,2,6693.06,0.0,13386.12,Card,2025-11-11T06:27:21.768844
TXN0000162,2025-05-18T23:35:00.704764,STR015,CUST00460,SKU100104,BRD002,3,7480.57,0.05,22441.71,Card,2025-11-11T06:27:21.769173
TXN0000163,2025-10-04T19:30:03.704764,STR002,CUST01208,SKU100055,BRD004,5,7794.12,0.15,38970.6,Credit,2025-11-11T06:27:21.769506
TXN0000164,2025-06-08T04:25:56.704764,STR024,CUST01457,SKU100044,BRD002,2,13685.15,0.0,27370.3,Cash,2025-11-11T06:27:21.769833
TXN0000165,2025-11-01T11:26:51.704764,STR041,CUST00524,SKU100097,BRD004,2,7675.65,0.05,15351.3,Credit,2025-11-11T06:27:21.770152
TXN0000166,2025-05-24T16:53:14.704764,STR039,CUST00099,SKU100160,BRD003,3,11059.14,0.0,33177.42,Cash,2025-11-11T06:27:21.770461
TXN0000167,2025-10-24T15:03:27.704764,STR002,CUST00099,SKU100168,BRD002,3,3044.29,0.05,9132.87,Cash,2025-11-11T06:27:21.770746
TXN0000168,2025-08-09T13:06:37.704764,STR025,CUST00254,SKU100107,BRD004,4,6450.55,0.0,25802.2,Credit,2025-11-11T06:27:21.771022
TXN0000169,2025-08-15T09:18:10.704764,STR045,CUST00314,SKU100065,BRD004,4,4344.87,0.05,17379.48,Card,2025-11-11T06:27:21.771254
TXN0000170,2025-09-25T10:14:09.704764,STR041,CUST00020,SKU100178,BRD003,2,5496.89,0.1,10993.78,UPI,2025-11-11T06:27:21.771486
TXN0000171,2025-09-20T18:02:10.704764,STR007,CUST01357,SKU100108,BRD001,4,11455.49,0.0,45821.96,Credit,2025-11-11T06:27:21.771712
TXN0000172,2025-09-13T04:54:13.704764,STR039,CUST01436,SKU100070,BRD001,1,12588.38,0.15,12588.38,Card,2025-11-11T06:27:21.771939
TXN0000173,2025-10-23T13:34:41.704764,STR007,CUST01048,SKU100108,BRD001,4,10309.94,0.1,41239.76,Credit,2025-11-11T06:27:21.772168
